username;lotacao;tipoconta;valormi;dc;contacontabil
user0542;UNID-092;Ativo;16573.77;c;13126323
user1553;UNID-069;Despesa;44435.30;d;83301406
user2424;UNID-114;Despesa;44435.30;c;84415992
user2498;UNID-065;Resultado;6164.45;d;34822082
user0351;UNID-047;Receita;6164.45;c;78146861
user2156;UNID-038;Resultado;36776.41;d;39612681
user0850;UNID-113;Resultado;36776.41;c;38936522
user0737;UNID-018;Receita;25948.38;d;74415320
user0814;UNID-039;Passivo;25948.38;c;20315655
user1545;UNID-083;Ativo;23534.88;d;11043413
user2403;UNID-003;Ativo;23534.88;c;19013095
user0751;UNID-110;Outras;44248.58;d;98680163
user2580;UNID-078;Despesa;44248.58;c;88155049
user2283;UNID-064;Passivo;26684.96;d;26728410
user2072;UNID-087;Ativo;26684.96;c;14662369
user2741;UNID-027;Resultado;35939.52;d;33614014
user0152;UNID-109;Despesa;35939.52;c;88850976
user1515;UNID-112;Ativo;16066.60;d;19973750
user2354;UNID-087;Despesa;16066.60;c;82145820
user1739;UNID-116;Passivo;21521.12;d;27370420
user0772;UNID-090;Ativo;21521.12;c;18691303
user2511;UNID-011;Despesa;2486.70;d;89156342
user2628;UNID-014;Outras;2486.70;c;98001762
user2054;UNID-023;Passivo;26958.30;d;21151542
user2708;UNID-028;Passivo;26958.30;c;21002988
user0345;UNID-042;Passivo;27691.85;d;21673467
user2398;UNID-035;Passivo;27691.85;c;28908685
user1835;UNID-074;Passivo;3933.15;d;22618263
user1874;UNID-106;Ativo;3933.15;c;16593480
user2093;UNID-108;Despesa;66060.99;d;82093478
user2705;UNID-015;Passivo;66060.99;c;28464950
user2366;UNID-112;Passivo;27526.98;d;20730041
user2100;UNID-017;Receita;27526.98;c;78585800
user1356;UNID-076;Resultado;56626.26;d;33627687
user0207;UNID-032;Despesa;56626.26;c;88185712
user2854;UNID-063;Resultado;26995.79;d;33286679
user2521;UNID-047;Despesa;26995.79;c;82926393
user1489;UNID-058;Outras;50991.26;d;98049884
user0280;UNID-025;Despesa;50991.26;c;81764638
user2194;UNID-061;Resultado;28825.35;d;38404760
user2462;UNID-037;Ativo;28825.35;c;18282219
user2657;UNID-024;Passivo;22305.09;d;29653198
user2739;UNID-027;Passivo;22305.09;c;24535249
user2303;UNID-094;Outras;1441.25;d;99282005
user0456;UNID-111;Despesa;1441.25;c;81739060
user2679;UNID-100;Passivo;33454.14;d;24764777
user0937;UNID-109;Despesa;33454.14;c;86255294
user1277;UNID-089;Receita;34249.45;d;77691717
user2657;UNID-015;Despesa;34249.45;c;86261099
user2490;UNID-106;Receita;3921.35;d;75476008
user1460;UNID-053;Outras;3921.35;c;95465934
user1383;UNID-054;Ativo;20501.32;d;16343170
user1395;UNID-033;Despesa;20501.32;c;83178977
user1209;UNID-071;Resultado;26798.01;d;33998875
user2602;UNID-116;Despesa;26798.01;c;87693925
user0889;UNID-097;Despesa;9438.66;d;84509546
user2336;UNID-078;Despesa;9438.66;c;83205243
user0403;UNID-120;Ativo;22715.29;d;16664594
user2712;UNID-111;Passivo;22715.29;c;27954097
user2603;UNID-072;Despesa;41799.64;d;89565022
user2298;UNID-100;Despesa;41799.64;c;87117703
user2627;UNID-076;Passivo;40371.47;d;20381346
user1247;UNID-064;Resultado;40371.47;c;32196825
user1797;UNID-028;Receita;28173.09;d;74937710
user1376;UNID-099;Resultado;28173.09;c;37437909
user0140;UNID-109;Outras;1144.08;d;91133904
user1839;UNID-044;Receita;1144.08;c;76517019
user1077;UNID-059;Despesa;17000.92;d;88852503
user2992;UNID-068;Passivo;17000.92;c;24643492
user0380;UNID-016;Ativo;30032.69;d;17908786
user0232;UNID-026;Despesa;30032.69;c;83671721
user0068;UNID-048;Resultado;69958.28;d;35333253
user1675;UNID-106;Resultado;69958.28;c;30339683
user0694;UNID-055;Passivo;14995.49;d;27232447
user2542;UNID-088;Passivo;14995.49;c;29239049
user2796;UNID-054;Despesa;20281.69;d;83228142
user1536;UNID-049;Resultado;20281.69;c;32729460
user1720;UNID-069;Ativo;18347.16;d;12758377
user2517;UNID-110;Despesa;18347.16;c;87989550
user1780;UNID-081;Receita;26198.31;d;74976984
user1514;UNID-005;Receita;26198.31;c;78408047
user1835;UNID-021;Receita;6255.97;d;70780797
user1677;UNID-092;Ativo;6255.97;c;14208016
user2178;UNID-116;Resultado;21955.62;d;34987644
user2037;UNID-037;Ativo;21955.62;c;17951702
user1914;UNID-094;Resultado;26589.55;d;32313235
user0439;UNID-107;Despesa;26589.55;c;85643859
user0971;UNID-016;Ativo;2112.71;d;10077728
user0419;UNID-004;Resultado;2112.71;c;37552974
user2293;UNID-064;Receita;21867.10;d;76206049
user2372;UNID-094;Passivo;21867.10;c;29448686
user2351;UNID-106;Passivo;2206.23;d;24724817
user2713;UNID-027;Despesa;2206.23;c;83612741
user2292;UNID-001;Ativo;7734.78;d;13955711
user1173;UNID-046;Outras;7734.78;c;99614595
user1285;UNID-029;Ativo;22541.71;d;15631723
user0346;UNID-020;Despesa;22541.71;c;80351736
user2612;UNID-037;Despesa;65520.77;d;89286224
user2067;UNID-016;Resultado;65520.77;c;32143302
user2892;UNID-106;Despesa;38924.78;d;80600922
user2532;UNID-119;Receita;38924.78;c;73192989
user2360;UNID-022;Passivo;19976.10;d;21952742
user1652;UNID-120;Receita;19976.10;c;71470940
user1642;UNID-108;Resultado;4438.36;d;31067881
user2419;UNID-028;Passivo;4438.36;c;27412597
user2160;UNID-008;Passivo;18471.22;d;24733429
user0540;UNID-102;Despesa;18471.22;c;81954505
user1528;UNID-116;Despesa;11174.72;d;84707720
user0235;UNID-011;Resultado;11174.72;c;31083752
user1991;UNID-029;Despesa;30079.26;d;87437431
user0032;UNID-056;Passivo;30079.26;c;26712709
user0972;UNID-067;Ativo;25699.72;d;18722769
user2344;UNID-056;Passivo;25699.72;c;20555561
user2328;UNID-042;Despesa;34332.97;d;85013091
user2747;UNID-061;Outras;34332.97;c;90425422
user1860;UNID-010;Ativo;20372.17;d;12968539
user1933;UNID-089;Receita;20372.17;c;74592031
user2851;UNID-064;Resultado;51813.87;d;39260712
user1867;UNID-112;Despesa;51813.87;c;86003856
user0972;UNID-057;Outras;47121.47;d;94160052
user1855;UNID-114;Receita;47121.47;c;70393883
user0383;UNID-114;Resultado;29553.62;d;39282110
user0460;UNID-017;Receita;29553.62;c;71762388
user1182;UNID-026;Resultado;2905.76;d;37948787
user0713;UNID-057;Resultado;2905.76;c;33261589
user0779;UNID-013;Outras;16557.01;d;98291087
user0430;UNID-103;Outras;16557.01;c;97515421
user1300;UNID-064;Ativo;27854.39;d;14491416
user1902;UNID-091;Receita;27854.39;c;71503818
user1982;UNID-095;Receita;17642.75;d;79645701
user2175;UNID-069;Resultado;17642.75;c;33707642
user0607;UNID-044;Ativo;39993.18;d;12651489
user1556;UNID-009;Outras;39993.18;c;92175992
user0775;UNID-056;Ativo;38275.03;d;13936675
user1798;UNID-089;Ativo;38275.03;c;18596161
user1209;UNID-027;Receita;19619.24;d;73726527
user1142;UNID-046;Despesa;19619.24;c;87519998
user2555;UNID-028;Passivo;13417.28;d;20351386
user1246;UNID-095;Ativo;13417.28;c;16751620
user1616;UNID-015;Resultado;13066.96;d;38918456
user1428;UNID-048;Passivo;13066.96;c;24357777
user1603;UNID-117;Despesa;19365.61;d;86321966
user2832;UNID-062;Despesa;19365.61;c;85010266
user2707;UNID-075;Resultado;10579.85;d;36769346
user0549;UNID-072;Despesa;10579.85;c;86803688
user2482;UNID-053;Passivo;26114.63;d;23289348
user2538;UNID-060;Despesa;26114.63;c;83150581
user1786;UNID-119;Outras;19514.72;d;99534032
user1006;UNID-077;Resultado;19514.72;c;31317313
user1168;UNID-114;Despesa;44557.46;d;87352775
user1142;UNID-064;Receita;44557.46;c;78844746
user1100;UNID-038;Despesa;13095.05;d;89050661
user1188;UNID-066;Receita;13095.05;c;70389895
user0047;UNID-058;Receita;53628.65;d;72496966
user0714;UNID-011;Resultado;53628.65;c;36228752
user2880;UNID-094;Outras;28735.56;d;96446173
user1218;UNID-058;Ativo;28735.56;c;16038602
user0492;UNID-025;Resultado;23640.17;d;33542879
user2519;UNID-022;Ativo;23640.17;c;19588168
user2883;UNID-109;Outras;65243.94;d;90611018
user2739;UNID-022;Passivo;65243.94;c;28083485
user0465;UNID-019;Passivo;15923.32;d;27220656
user1950;UNID-112;Passivo;15923.32;c;21201624
user0890;UNID-076;Ativo;24649.27;d;18896092
user2508;UNID-044;Ativo;24649.27;c;18668239
user1962;UNID-070;Receita;7948.35;d;71964172
user1237;UNID-055;Outras;7948.35;c;90709043
user0175;UNID-119;Despesa;24409.05;d;82769616
user2081;UNID-109;Passivo;24409.05;c;21976678
user0478;UNID-005;Resultado;6843.72;d;32027093
user1199;UNID-034;Receita;6843.72;c;79412114
user0093;UNID-007;Receita;18516.89;d;74712456
user1390;UNID-027;Despesa;18516.89;c;81703907
user0884;UNID-114;Despesa;825.96;d;83505701
user2252;UNID-018;Despesa;825.96;c;81100614
user1010;UNID-117;Outras;820.25;d;99777132
user0424;UNID-072;Ativo;820.25;c;13185215
user1129;UNID-008;Despesa;21287.88;d;81825184
user1123;UNID-061;Outras;21287.88;c;96786739
user0412;UNID-056;Outras;42884.43;d;92763688
user1154;UNID-020;Passivo;42884.43;c;21839870
user1725;UNID-044;Despesa;54206.22;d;85071683
user0030;UNID-117;Despesa;54206.22;c;89764841
user2862;UNID-035;Passivo;25218.56;d;27447867
user2557;UNID-022;Despesa;25218.56;c;89471290
user2053;UNID-066;Outras;29028.28;d;97305503
user1271;UNID-102;Outras;29028.28;c;91651974
user0338;UNID-094;Passivo;30700.69;d;29429112
user1952;UNID-069;Ativo;30700.69;c;17771033
user2761;UNID-029;Passivo;24805.20;d;29082194
user2009;UNID-106;Ativo;24805.20;c;10918513
user2090;UNID-044;Outras;36687.51;d;90556371
user0927;UNID-073;Resultado;36687.51;c;39003783
user2445;UNID-110;Outras;5745.03;d;98038572
user2071;UNID-041;Outras;5745.03;c;91962202
user0254;UNID-095;Ativo;5828.80;d;13858503
user1317;UNID-017;Despesa;5828.80;c;81228566
user1362;UNID-084;Outras;13163.05;d;96834164
user2609;UNID-073;Receita;13163.05;c;72467543
user0394;UNID-031;Receita;13038.95;d;75209691
user1203;UNID-050;Ativo;13038.95;c;13987652
user0061;UNID-017;Despesa;47551.88;d;81037207
user0277;UNID-078;Passivo;47551.88;c;22882147
user2480;UNID-068;Passivo;40857.45;d;25220820
user2482;UNID-048;Ativo;40857.45;c;13644829
user2669;UNID-110;Passivo;33726.62;d;27862558
user0104;UNID-065;Ativo;33726.62;c;15430733
user2053;UNID-095;Resultado;20564.44;d;37883850
user2941;UNID-007;Ativo;20564.44;c;14549495
user0780;UNID-078;Outras;5842.93;d;92740758
user1123;UNID-047;Ativo;5842.93;c;16078062
user2972;UNID-049;Despesa;9424.05;d;89747786
user1400;UNID-088;Despesa;9424.05;c;89258024
user2857;UNID-037;Resultado;12217.64;d;38244529
user0319;UNID-111;Receita;12217.64;c;71010049
user0011;UNID-008;Resultado;22105.86;d;34323858
user2033;UNID-059;Despesa;22105.86;c;88428530
user1689;UNID-110;Despesa;17204.42;d;82830928
user1966;UNID-111;Ativo;17204.42;c;15656746
user1935;UNID-047;Receita;5977.96;d;72473817
user0771;UNID-004;Outras;5977.96;c;96193671
user1695;UNID-089;Resultado;14351.40;d;35508294
user1872;UNID-064;Resultado;14351.40;c;35733807
user0959;UNID-069;Outras;15482.26;d;97697470
user2624;UNID-043;Outras;15482.26;c;95464415
user2084;UNID-056;Ativo;8424.75;d;15166113
user1632;UNID-007;Passivo;8424.75;c;29593490
user1997;UNID-039;Despesa;19632.38;d;82671865
user2546;UNID-013;Passivo;19632.38;c;24611267
user2301;UNID-098;Resultado;9273.16;d;37157806
user1095;UNID-024;Resultado;9273.16;c;35789277
user1659;UNID-074;Outras;55250.80;d;90903040
user2003;UNID-038;Despesa;55250.80;c;80961874
user2727;UNID-109;Passivo;10130.39;d;25026132
user1748;UNID-093;Outras;10130.39;c;93079403
user2821;UNID-073;Despesa;26450.83;d;88944721
user2866;UNID-095;Passivo;26450.83;c;28405583
user2772;UNID-026;Despesa;27913.24;d;80657095
user1780;UNID-006;Receita;27913.24;c;78838652
user1159;UNID-065;Passivo;47709.87;d;27297802
user2998;UNID-061;Receita;47709.87;c;78080653
user2128;UNID-016;Ativo;22607.57;d;15283727
user0580;UNID-096;Outras;22607.57;c;92981424
user0562;UNID-091;Passivo;24242.29;d;28251787
user0623;UNID-036;Ativo;24242.29;c;19414368
user0625;UNID-018;Resultado;20267.58;d;32848104
user2666;UNID-086;Ativo;20267.58;c;13300297
user2135;UNID-103;Outras;25571.32;d;92296177
user1455;UNID-029;Ativo;25571.32;c;13533188
user1217;UNID-082;Ativo;33574.22;d;11087572
user0606;UNID-107;Outras;33574.22;c;92756194
user2330;UNID-012;Receita;59794.50;d;76568211
user0731;UNID-034;Despesa;59794.50;c;81057711
user0734;UNID-035;Receita;20988.00;d;73480253
user2504;UNID-118;Despesa;20988.00;c;82151382
user2847;UNID-053;Despesa;19198.89;d;86553334
user0962;UNID-096;Despesa;19198.89;c;84697790
user1888;UNID-011;Outras;17328.22;d;98417518
user2350;UNID-104;Resultado;17328.22;c;35544942
user1038;UNID-026;Resultado;15353.46;d;30888683
user2326;UNID-051;Despesa;15353.46;c;88228965
user1418;UNID-060;Despesa;19391.01;d;89915419
user2387;UNID-026;Ativo;19391.01;c;12677389
user0254;UNID-103;Passivo;12969.82;d;20624376
user1156;UNID-080;Resultado;12969.82;c;31648052
user1376;UNID-049;Resultado;36323.70;d;37645138
user1035;UNID-033;Despesa;36323.70;c;88944624
user2301;UNID-034;Resultado;8077.19;d;31391460
user0796;UNID-010;Outras;8077.19;c;93586233
user0508;UNID-054;Passivo;10577.11;d;26773351
user1506;UNID-085;Passivo;10577.11;c;27174466
user0786;UNID-054;Resultado;49686.64;d;34903986
user1145;UNID-069;Despesa;49686.64;c;82428191
user2605;UNID-012;Passivo;6544.54;d;27800391
user2920;UNID-061;Receita;6544.54;c;78290191
user1533;UNID-047;Resultado;8424.33;d;39865139
user1223;UNID-088;Resultado;8424.33;c;36600607
user2597;UNID-061;Resultado;10439.98;d;32228772
user0897;UNID-011;Outras;10439.98;c;90148800
user1492;UNID-013;Despesa;22740.01;d;80970755
user2486;UNID-054;Resultado;22740.01;c;38804119
user0276;UNID-005;Passivo;19347.12;d;20233019
user0586;UNID-013;Receita;19347.12;c;77895223
user0666;UNID-071;Outras;46028.51;d;99857769
user2718;UNID-113;Receita;46028.51;c;79292967
user2228;UNID-071;Ativo;28874.31;d;11028417
user2686;UNID-108;Receita;28874.31;c;73815458
user0739;UNID-095;Outras;17588.56;d;94986093
user1880;UNID-012;Passivo;17588.56;c;29537136
user0691;UNID-088;Outras;25025.32;d;99693428
user2300;UNID-080;Despesa;25025.32;c;89415177
user1764;UNID-088;Resultado;26825.51;d;34119847
user2555;UNID-114;Outras;26825.51;c;99065127
user2843;UNID-068;Receita;17496.31;d;77335332
user0235;UNID-060;Passivo;17496.31;c;24792228
user2344;UNID-057;Receita;35360.10;d;73269634
user0150;UNID-047;Outras;35360.10;c;93333067
user2589;UNID-054;Passivo;45774.14;d;22534247
user2968;UNID-007;Despesa;45774.14;c;81148840
user2240;UNID-114;Passivo;15207.37;d;26925269
user2976;UNID-089;Resultado;15207.37;c;37772971
user1240;UNID-033;Despesa;14845.68;d;88762046
user2480;UNID-029;Ativo;14845.68;c;14695338
user2564;UNID-093;Passivo;35749.91;d;27539356
user1413;UNID-010;Receita;35749.91;c;77761199
user2948;UNID-062;Passivo;3584.89;d;22654325
user2940;UNID-086;Outras;3584.89;c;90580513
user0928;UNID-016;Receita;23930.30;d;71401215
user2061;UNID-070;Receita;23930.30;c;71278324
user1210;UNID-115;Receita;6520.05;d;75483172
user0914;UNID-046;Passivo;6520.05;c;24017620
user0341;UNID-105;Despesa;45646.13;d;81962581
user2066;UNID-062;Receita;45646.13;c;75245028
user1963;UNID-076;Despesa;21817.41;d;89410246
user0221;UNID-065;Despesa;21817.41;c;88006804
user0575;UNID-043;Despesa;4432.67;d;83294651
user0239;UNID-071;Despesa;4432.67;c;80969814
user1156;UNID-032;Despesa;11644.96;d;89694897
user0432;UNID-117;Outras;11644.96;c;91259603
user2145;UNID-007;Ativo;6682.43;d;13096350
user2546;UNID-032;Receita;6682.43;c;71182991
user2377;UNID-108;Despesa;25906.75;d;82386273
user2801;UNID-042;Resultado;25906.75;c;38963671
user2852;UNID-041;Outras;19792.88;d;92484200
user0829;UNID-034;Despesa;19792.88;c;88954681
user2530;UNID-062;Despesa;16523.95;d;89492753
user2002;UNID-100;Passivo;16523.95;c;26727820
user2808;UNID-106;Passivo;28837.92;d;24816299
user2448;UNID-084;Ativo;28837.92;c;13516565
user1814;UNID-051;Passivo;8556.15;d;23056359
user2650;UNID-118;Outras;8556.15;c;99569090
user0863;UNID-117;Passivo;31176.54;d;28464045
user0820;UNID-007;Despesa;31176.54;c;81764146
user0653;UNID-037;Passivo;56848.72;d;25591128
user1628;UNID-093;Outras;56848.72;c;96880543
user1918;UNID-096;Ativo;4525.50;d;19817133
user0175;UNID-100;Resultado;4525.50;c;30856658
user2680;UNID-028;Outras;45081.38;d;98705667
user1547;UNID-021;Receita;45081.38;c;73747546
user1982;UNID-081;Passivo;6268.74;d;22501606
user0916;UNID-085;Ativo;6268.74;c;15708019
user2211;UNID-103;Despesa;20765.15;d;85621238
user2855;UNID-050;Passivo;20765.15;c;27507047
user0823;UNID-019;Ativo;4952.30;d;16834637
user2323;UNID-079;Resultado;4952.30;c;34256989
user0443;UNID-063;Despesa;7223.17;d;87390502
user1812;UNID-093;Outras;7223.17;c;96730494
user0366;UNID-050;Outras;28564.42;d;93534590
user1984;UNID-015;Passivo;28564.42;c;25093165
user0149;UNID-074;Ativo;20779.04;d;11194845
user0433;UNID-037;Outras;20779.04;c;99440440
user1919;UNID-095;Resultado;6926.89;d;38952901
user1015;UNID-074;Resultado;6926.89;c;37754823
user1462;UNID-025;Outras;5444.36;d;97356431
user2127;UNID-038;Ativo;5444.36;c;10349513
user0035;UNID-019;Passivo;42203.02;d;25687878
user0433;UNID-073;Resultado;42203.02;c;33682097
user1108;UNID-038;Resultado;18506.35;d;33887634
user0383;UNID-022;Despesa;18506.35;c;85409462
user0739;UNID-057;Outras;28703.82;d;94065383
user1993;UNID-106;Despesa;28703.82;c;85534867
user2325;UNID-008;Receita;22135.53;d;76337862
user2137;UNID-029;Despesa;22135.53;c;87020386
user1666;UNID-106;Passivo;30672.63;d;24278791
user2704;UNID-058;Ativo;30672.63;c;15992793
user0254;UNID-116;Passivo;38444.65;d;24075710
user2812;UNID-102;Despesa;38444.65;c;85752563
user1007;UNID-114;Resultado;32454.11;d;32018728
user1623;UNID-082;Despesa;32454.11;c;80558067
user1372;UNID-038;Ativo;26985.62;d;13646787
user0392;UNID-082;Outras;26985.62;c;99029556
user2457;UNID-013;Ativo;43439.16;d;15131896
user2493;UNID-090;Despesa;43439.16;c;85649539
user1188;UNID-082;Receita;50136.69;d;78053613
user0863;UNID-027;Passivo;50136.69;c;25251121
user0797;UNID-002;Ativo;9138.23;d;16693745
user2988;UNID-076;Despesa;9138.23;c;82509052
user1467;UNID-048;Receita;36903.31;d;76518657
user0516;UNID-073;Ativo;36903.31;c;17518524
user2000;UNID-051;Despesa;20560.36;d;85732697
user0042;UNID-029;Ativo;20560.36;c;19910934
user0275;UNID-054;Despesa;2551.81;d;82699741
user2191;UNID-092;Passivo;2551.81;c;24615182
user1028;UNID-009;Outras;2738.96;d;94570362
user0403;UNID-111;Receita;2738.96;c;76942419
user0781;UNID-073;Despesa;7058.52;d;80295810
user2176;UNID-108;Passivo;7058.52;c;26250609
user0954;UNID-096;Passivo;3974.89;d;25149726
user2017;UNID-080;Passivo;3974.89;c;21371778
user1501;UNID-003;Outras;41196.59;d;96474886
user1349;UNID-017;Outras;41196.59;c;90028299
user2517;UNID-100;Passivo;26682.87;d;26821262
user0701;UNID-056;Resultado;26682.87;c;36430764
user2578;UNID-066;Outras;937.99;d;96500485
user2688;UNID-013;Passivo;937.99;c;23493681
user2787;UNID-077;Despesa;40164.62;d;83759498
user0336;UNID-006;Despesa;40164.62;c;82782635
user2649;UNID-109;Ativo;12791.03;d;19997599
user1000;UNID-113;Despesa;12791.03;c;80271127
user1851;UNID-006;Resultado;25730.23;d;39364339
user2711;UNID-004;Ativo;25730.23;c;12390868
user1319;UNID-063;Passivo;18660.49;d;22602081
user0263;UNID-066;Despesa;18660.49;c;85643216
user0451;UNID-041;Resultado;6753.93;d;31512692
user0671;UNID-069;Resultado;6753.93;c;35104263
user2376;UNID-118;Outras;1771.29;d;92604186
user2882;UNID-028;Receita;1771.29;c;77503152
user2162;UNID-015;Despesa;33612.34;d;81636501
user0296;UNID-055;Ativo;33612.34;c;12086953
user2867;UNID-107;Resultado;21207.05;d;32042053
user2024;UNID-022;Receita;21207.05;c;74068571
user2422;UNID-117;Resultado;18737.70;d;32652069
user1268;UNID-037;Passivo;18737.70;c;20379901
user2410;UNID-025;Despesa;26078.19;d;87767828
user1292;UNID-083;Outras;26078.19;c;96248582
user0488;UNID-014;Outras;30159.65;d;95821750
user0600;UNID-005;Ativo;30159.65;c;16364171
user0141;UNID-004;Passivo;16623.39;d;24275858
user2749;UNID-115;Outras;16623.39;c;98817262
user0753;UNID-023;Resultado;53641.80;d;32261186
user0573;UNID-054;Outras;53641.80;c;97204045
user1462;UNID-022;Passivo;11396.97;d;21407266
user0868;UNID-003;Passivo;11396.97;c;23868684
user1447;UNID-064;Resultado;1639.66;d;34170549
user1069;UNID-005;Resultado;1639.66;c;33455694
user2372;UNID-118;Despesa;277.71;d;81395341
user2375;UNID-007;Resultado;277.71;c;31438744
user2273;UNID-120;Resultado;32184.52;d;33249851
user0369;UNID-117;Outras;32184.52;c;96044813
user1815;UNID-106;Ativo;9477.81;d;12084859
user0474;UNID-025;Outras;9477.81;c;97575968
user1342;UNID-027;Receita;34989.00;d;79367203
user0510;UNID-077;Passivo;34989.00;c;20339214
user2439;UNID-099;Passivo;22064.33;d;21995221
user0809;UNID-111;Receita;22064.33;c;77808950
user1091;UNID-079;Passivo;43284.90;d;22400446
user1752;UNID-010;Resultado;43284.90;c;39675312
user2363;UNID-115;Ativo;41050.22;d;12448406
user2912;UNID-064;Ativo;41050.22;c;16418933
user1352;UNID-012;Receita;11817.73;d;72781006
user1768;UNID-114;Ativo;11817.73;c;16936986
user0920;UNID-047;Receita;36351.75;d;79026059
user1317;UNID-009;Resultado;36351.75;c;33331255
